MainText,Tokenized_Text
"Play CricEx LIVE during India vs. Netherlands match - WIN iPad,  Blackberry & Team India Jerseys at the end of the match. Logon to http://m.ibibo.com/c/10","[423, 7525, 282, 1250, 940, 2251, 4353, 643, 205, 1274, 1638, 213, 940, 7526, 21, 4, 249, 13, 4, 643, 3106, 2, 7527]"
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,"[1000, 6, 7528, 5, 7529, 7530, 100, 7531, 3171, 2, 1056, 406, 206, 136, 1744, 17, 1591, 322]"
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,"[7532, 868, 4153, 51, 27, 69, 2, 7533, 8, 7534, 4354, 2504, 4236]"
I'm job profile seems like bpo..,"[32, 320, 1145, 1379, 68, 7535]"
How much is torch in 9ja.,"[59, 151, 10, 1639, 9, 3172]"
"NO EMI TILL POSSESSION. Today group on Noida Exprsway offer once upon life time offer 2BR-930sft-Rs15, 046pm Sample appt ready 5min from Amity 9999975317","[44, 3119, 634, 1854, 92, 430, 17, 1165, 7536, 295, 462, 2551, 212, 73, 295, 7537, 264, 7538, 1956, 355, 356, 41, 7539]"
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,"[229, 10, 2796, 9, 74, 7540, 258, 190, 311, 14, 740, 163, 7541, 14]"
"It's ok, at least armand's still around","[48, 66, 21, 1035, 7542, 107, 280]"
"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)","[902, 902, 3017, 7543, 7544, 4355, 1140, 11, 2096, 284, 328, 922, 7545, 896, 5, 196, 329, 95, 1764, 8, 287, 7546, 6, 490, 630, 11, 34, 42, 7547, 15, 37, 151, 59, 36, 5, 132, 410, 2, 1266, 717, 1860, 73, 52, 275, 546, 705, 2, 7548, 7549]"
S...i will take mokka players only:),"[1960, 29, 103, 3499, 1589, 74]"
Yes:)from last week itself i'm taking live call.,"[7550, 156, 126, 1385, 32, 801, 282, 18]"
If you're not in my car in an hour and a half I'm going apeshit,"[34, 271, 30, 9, 16, 387, 9, 98, 429, 8, 6, 378, 32, 99, 7551]"
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?","[434, 959, 6, 359, 293, 20, 192, 1166, 15, 94, 3, 3, 432, 21, 57, 31, 529]"
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,"[712, 570, 162, 4356, 546, 7552, 7553, 16, 900, 382, 812, 4250, 5, 775, 744]"
Ummmmmaah Many many happy returns of d day my dear sweet heart..,"[3947, 284, 284, 147, 1816, 13, 161, 58, 16, 93, 526, 381]"
The evo. I just had to download flash. Jealous?,"[4, 7554, 5, 40, 160, 2, 766, 2388, 2708]"
Fffff. Can you text kadeem or are you too far gone,"[7555, 36, 3, 80, 2727, 23, 20, 3, 165, 896, 898]"
Nobody names their penis a girls name this story doesn't add up at all,"[1322, 3173, 313, 3150, 6, 897, 257, 31, 935, 551, 1057, 46, 21, 57]"
You are awarded a SiPix Digital Camera! call 09061221062 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm.,"[3, 20, 315, 6, 1869, 1065, 400, 18, 41, 475, 218, 201, 292, 554, 971, 375, 3989, 829, 3990, 401]"
Cos daddy arranging time c wat time fetch ü mah...,"[239, 1482, 7556, 73, 209, 185, 73, 1795, 1031]"
Natalja (25/F) is inviting you to be her friend.  See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,"[3174, 709, 10, 1084, 3, 2, 25, 117, 270, 96, 117, 3175, 75, 84, 75, 827, 2]"
Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,"[137, 2002, 23, 12, 7557, 1657, 596, 4175, 7558]"
All day working day:)except saturday and sunday..,"[57, 58, 432, 7559, 842, 8, 965]"
Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,"[1179, 68, 11, 818, 195, 311, 6, 7560, 32, 771, 79, 973, 1119, 33, 34, 11, 108, 3974, 12, 16, 678, 5, 183, 779, 9, 7561, 162, 739, 2, 139, 9, 7562]"
All sounds good. Fingers . Makes it difficult to type,"[57, 888, 71, 1476, 700, 14, 1039, 2, 808]"
Yeah that'd pretty much be the best case scenario,"[214, 7563, 1026, 151, 25, 4, 248, 859, 7564]"
"Now, whats your house # again ? And do you have any beer there ?","[24, 467, 7, 352, 140, 8, 38, 3, 19, 95, 2480, 82]"
I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,"[5, 141, 621, 59, 3176, 5, 62, 2, 953, 3, 193, 58, 5, 65, 3, 29, 38, 4, 248, 3, 36, 2, 35, 2, 15, 247, 5, 29, 54, 2, 1510, 16, 370, 21, 7, 1619]"
"Todays Vodafone numbers ending 5347 are selected to receive a Rs.2,00,000 award. If you have a match please call 6299257179 quoting claim code 2041 standard rates apply","[390, 938, 620, 716, 20, 279, 2, 127, 6, 296, 354, 34, 3, 19, 6, 643, 22, 18, 869, 90, 221, 799, 544, 272]"
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 8927307655 Now! ","[93, 1457, 1458, 20, 6, 461, 13, 222, 750, 118, 31, 10, 64, 470, 314, 2, 121, 3, 2, 90, 18, 24]"
Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,"[97, 895, 48, 7565, 135, 11, 657, 6, 306, 4357, 40, 6, 106, 188, 246, 825, 348, 216, 11, 9, 1949, 782, 724, 37, 442, 250, 7566]"
Its a great day. Do have yourself a beautiful one.,"[48, 6, 142, 58, 38, 19, 699, 6, 746, 89]"
"Like  &lt;#&gt; , same question","[68, 78, 358, 719]"
Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,"[243, 66, 76, 304, 2, 84, 25, 7567, 7568, 10, 1438, 1218, 588, 3138, 35, 14, 180]"
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,"[97, 147, 85, 278, 5, 52, 742, 2, 7569, 33, 36, 3, 173, 207, 15, 65, 59, 151, 2151, 3, 383, 156, 1227, 8, 59, 151, 31, 1227, 10, 159]"
"Yo my trip got postponed, you still stocked up?","[434, 16, 661, 72, 7570, 3, 107, 7571, 46]"
Ard 515 like dat. Y?,"[733, 68, 440, 171]"
How would my ip address test that considering my computer isn't a minecraft server,"[59, 194, 16, 1408, 69, 656, 26, 2459, 16, 868, 789, 6, 7572, 2552]"
Hi its in durban are you still on this number,"[97, 48, 9, 4358, 20, 3, 107, 17, 31, 110]"
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...","[348, 715, 6, 169, 2, 35, 395, 668, 12, 7, 111, 1002, 29, 3, 54, 2, 4, 1392, 2172, 135, 3, 103, 26, 320, 2110, 5, 88, 3, 247, 5, 1280, 2, 96, 3]"
Draw va?i dont think so:),"[261, 7573, 52, 133, 37]"
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple,"[7, 1234, 94, 15, 235, 2620, 2621, 1152, 1312, 3324, 2217, 30, 3325, 2218, 710]"
"Aight, tomorrow around  &lt;#&gt;  it is","[504, 180, 280, 78, 14, 10]"
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,"[1890, 4, 1764, 793, 178, 13, 14, 253, 662, 232, 14, 551, 7574, 36, 28, 173, 738, 31, 286, 17, 842]"
WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 8927307655,"[28, 29, 245, 7, 312, 762, 163, 1081, 416, 7, 312, 650, 312, 366, 707]"
Haf u found him? I feel so stupid da v cam was working.,"[693, 11, 715, 166, 5, 288, 37, 1399, 143, 330, 1884, 60, 432]"
"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.","[157, 117, 259, 2, 811, 34, 129, 793, 14, 8, 551, 2166, 55, 3, 117, 3162, 469, 730, 34, 129, 7575, 1504, 207, 15, 65]"
"I've got  &lt;#&gt; , any way I could pick up?","[217, 72, 78, 95, 169, 5, 183, 237, 46]"
I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,"[5, 87, 11, 247, 108, 11, 232, 478, 10, 1754, 10, 91, 349, 98, 2243, 100, 1495, 7576]"
"Could you not read me, my Love ? I answered you","[183, 3, 30, 636, 15, 16, 87, 5, 4359, 3]"
Ok how you dear. Did you call chechi,"[66, 59, 3, 93, 135, 3, 18, 3103]"
Ok�lets wait..,"[3398, 277]"
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,"[22, 18, 2097, 27, 2926, 2, 3852, 23, 3853, 7, 585, 860, 1045, 45, 13, 556, 295, 867, 92, 977, 931, 2, 2420, 8, 971]"
Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,"[207, 15, 65, 59, 14, 2349, 9, 4, 230, 341, 14, 36, 287, 25, 7577, 33, 3, 20, 51, 13, 26, 723, 4054, 1504, 48, 30, 2731, 37, 40, 3177, 8, 207, 15, 65, 9, 341]"
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,"[688, 7, 47, 856, 12, 374, 928, 364, 5, 420, 760, 18, 929, 221, 660]"
Yup n her fren lor. I'm meeting my fren at 730.,"[398, 122, 117, 2336, 112, 32, 363, 16, 2336, 21]"
Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,"[50, 46, 2, 2940, 291, 3178, 135, 3, 19, 6, 71, 436, 56, 20, 11, 7578, 1860, 5, 782, 1959, 92]"
... Are you in the pub?,"[20, 3, 9, 4, 824]"
Yes..gauti and sehwag out of odi series.,"[7579, 8, 7580, 51, 13, 4360, 1566]"
Hi..i got the money da:),"[4361, 72, 4, 255, 143]"
"Probably gonna be here for a while, see you later tonight &lt;)","[492, 285, 25, 79, 12, 6, 570, 96, 3, 153, 262, 1788]"
I.ll post her out l8r. In class,"[76, 671, 117, 51, 1739, 9, 370]"
She told to hr that he want posting in chennai:)because i'm working here:),"[129, 329, 2, 773, 26, 91, 81, 7581, 9, 7582, 32, 432, 79]"
"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.","[7583, 8, 3, 274, 19, 2, 603, 94, 15, 713, 229, 2, 3, 998, 68, 5, 197, 156, 150, 3, 38, 837, 3, 81, 8, 76, 38, 4, 358, 2283]"
"Sorry man, my stash ran dry last night and I can't pick up more until sunday","[102, 397, 16, 7584, 1776, 2437, 156, 150, 8, 5, 141, 237, 46, 109, 460, 965]"
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?","[1135, 171, 141, 11, 40, 7585, 7586, 11, 162, 602, 8, 198, 15, 2, 103, 11, 101]"
"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 7679046492 to claim","[93, 1623, 50, 279, 2, 442, 9, 1624, 1376, 1377, 12, 1625, 261, 317, 454, 21, 841, 1093, 2, 90]"
"U so lousy, run already come back then half dead... Hee...","[11, 37, 3114, 695, 192, 77, 101, 55, 378, 1438, 1050]"
That's y we haf to combine n c how lor...,"[174, 171, 28, 693, 2, 3540, 122, 209, 59, 112]"
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS","[1444, 50, 279, 2, 442, 9, 13, 545, 3012, 1377, 12, 417, 317, 454, 21, 1093, 2, 90, 1086, 579, 18, 2135, 4026]"
"Minimal documentation,  Quick approval,  Low rates. Home Loan @9.25%.Loan Against Properties@11.5%. Call on 011-43065228 visit www.mymoneymantra.com.T$C apply.","[7587, 7588, 670, 4362, 2476, 544, 83, 954, 954, 1069, 4363, 18, 17, 236, 7589, 272]"
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,"[207, 42, 381, 25, 42, 7590, 42, 385, 42, 3179, 42, 2786, 42, 2073, 8, 11, 29, 371, 4239, 9, 7591, 216, 813, 7592]"
You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,"[3, 20, 6, 142, 1883, 1846, 3, 20, 1089, 37, 151, 8, 5, 189, 319, 776, 58, 12, 6, 1666, 33, 521, 63, 6, 1083, 12, 478, 8, 5, 476, 188, 5, 319, 5, 1214, 202, 33, 5, 52, 217, 2037, 46, 2, 3, 572, 5, 60, 7593, 8, 5, 107, 38, 19, 6, 142, 58]"
Mom wants to know where you at,"[1113, 635, 2, 65, 172, 3, 21]"
"To cancel this order you should visit http/aetacms.com/.cas/auo.html/redirect-aopis.it�to review your details. if you need additional help, contact Apple Support.","[2, 772, 31, 227, 3, 170, 236, 7594, 590, 7, 242, 34, 3, 88, 1908, 130, 121, 692, 587]"
I'm done...,"[32, 298]"
"I‘ll leave around four, ok?","[76, 302, 280, 2356, 66]"
"Awesome, text me when you're restocked","[812, 80, 15, 56, 271, 7595]"
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.","[564, 159, 2, 6, 71, 270, 11, 19, 187, 4, 525, 118, 90, 10, 468, 40, 18, 24, 74, 219, 206, 732, 1558]"
I not free today i haf 2 pick my parents up tonite...,"[5, 30, 45, 92, 5, 693, 237, 16, 956, 46, 1406]"
Well obviously not because all the people in my cool college life went home ;_;,"[119, 2087, 30, 326, 57, 4, 307, 9, 16, 399, 944, 212, 305, 83]"
Ya but it cant display internal subs so i gotta extract them,"[299, 33, 14, 141, 2855, 1418, 2974, 37, 5, 1096, 7596, 145]"
"Sorry, I'll call later..I am in a meeting","[102, 76, 18, 3104, 62, 9, 6, 363]"
Lil fever:) now fine:),"[4364, 2285, 24, 324]"
"As usual..iam fine, happy &amp; doing well..:) what about u?","[63, 3180, 324, 147, 290, 186, 119, 61, 94, 11]"
I got your back! Do you have any dislikes in bed?,"[5, 72, 7, 101, 38, 3, 19, 95, 2660, 9, 486]"
Oh sorry please its over,"[155, 102, 22, 48, 235]"
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,"[81, 35, 2294, 262, 81, 413, 1205, 1671, 216, 945, 42, 638, 267, 4, 1276, 2129, 1205, 458, 70, 1502, 2004, 2, 1102, 2996, 7597]"
Actually getting ready to leave the house.,"[498, 311, 355, 2, 302, 4, 352]"
"GOV.UK ALERT CORONAVIRUS It has come to our attention that you have been out of the house more than once. Due to this irresponsible behaviour, we are issuing you a formal warning and �250 fine. If this continues, the fine could increase to a maximum of �5000 and/or an arrest. Payment will be taken automatically out of your account. Call 0800345 9999 for any enquiries or to appeal.","[7598, 376, 2419, 14, 43, 77, 2, 64, 1693, 26, 3, 19, 50, 51, 13, 4, 352, 109, 343, 462, 67, 2, 31, 7599, 7600, 28, 20, 7601, 3, 6, 4365, 1909, 8, 324, 34, 31, 7602, 4, 324, 183, 2553, 2, 6, 3181, 13, 3388, 98, 4366, 211, 29, 25, 2184, 1910, 51, 13, 7, 47, 18, 12, 95, 7603, 23, 2, 4367]"
I will come with karnan car. Please wait till 6pm will directly goto doctor.,"[5, 29, 77, 27, 7604, 387, 22, 277, 634, 264, 29, 1506, 1136, 1390]"
"Nationwide has noticed your debit card was recently used on 23-05-2012 11:04:43, at APPLE ONLINE STORE for 1920.00 GBP If not you please urgently call fraud prevention on 03303800233 or Intl +443303800231. Do not reply by SMS http://www.nationwide.co.uk/","[2056, 43, 1456, 7, 591, 191, 60, 512, 794, 17, 21, 692, 269, 666, 12, 1352, 34, 30, 3, 22, 2057, 18, 1381, 2836, 17, 23, 3092, 38, 30, 49, 70, 116, 2837]"
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,"[372, 19, 6, 1204, 304, 7605, 17, 7, 86, 24, 3106, 70, 1502, 4, 490, 260, 8, 84, 14, 2, 44, 2542, 540, 375, 2137, 2123, 7606, 985, 1563]"
hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,"[1380, 386, 14, 99, 9, 2121, 7607, 158, 11, 108, 7608, 6, 71, 73, 157, 26, 421, 549, 2240, 101, 6, 421, 527, 41, 15]"
No need to ke qi... Ü too bored izzit y suddenly thk of this...,"[44, 88, 2, 4368, 7609, 165, 673, 1595, 171, 7610, 347, 13, 31]"
Send me the new number,"[84, 15, 4, 85, 110]"
Convey my regards to him�best wishes..,"[1258, 16, 368, 2, 7611, 360]"
Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,"[733, 68, 440, 112, 28, 651, 139, 9, 1329, 1592, 55, 316, 693, 2, 77, 51]"
"Well, i'm gonna finish my bath now. Have a good...fine night.","[119, 32, 285, 357, 16, 1137, 24, 19, 6, 7612, 150]"
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,"[3, 19, 187, 6, 225, 5, 31, 10, 61, 3, 35, 56, 3, 205, 64, 45, 785, 2, 103, 501, 84, 225, 2, 24, 1881, 1882]"
Ok which your another number,"[66, 254, 7, 395, 110]"
Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,"[66, 988, 5, 7613, 14, 60, 66, 5, 40, 603, 165, 3372, 19, 2, 38, 120, 1294, 367, 16, 895, 8, 55, 19, 2, 7614, 140, 33, 3, 36, 18, 15, 7615]"
"It‘s reassuring, in this crazy world.","[48, 7616, 9, 31, 924, 522]"
Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),"[1383, 212, 404, 15, 96, 59, 874, 11, 20, 1582, 7617, 603, 7618, 318, 82, 2, 1188, 11, 3646]"
Sorry i'm not free...,"[102, 32, 30, 45]"
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,"[292, 2, 1736, 250, 12, 1302, 11, 29, 25, 1685, 46, 2, 568, 27, 4, 351, 559, 8, 1600, 835, 2, 25, 4369, 84, 35, 100, 75, 2]"
Just haven't decided where yet eh ?,"[40, 348, 876, 172, 332, 1002]"
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,"[97, 538, 32, 552, 17, 4, 2435, 553, 21, 4, 1225, 8, 5, 274, 25, 83, 460, 94, 372, 38, 2064, 153, 18, 15, 153, 7619, 101, 2322, 1063]"
Sos! Any amount i can get pls.,"[7620, 95, 762, 5, 36, 35, 173]"
Wah lucky man... Then can save money... Hee...,"[2510, 605, 397, 55, 36, 975, 255, 1050]"
I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,"[32, 424, 3134, 886, 16, 870, 606, 798, 37, 11, 309, 139, 15, 447, 21, 543, 6, 30]"
Call FREEPHONE 0800 542 0578 now!,"[18, 1160, 24]"
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,"[173, 130, 15, 132, 2293, 26, 32, 2025, 6, 1517, 41, 7621, 8, 26, 34, 170, 173, 84, 15, 6, 106, 94, 59, 2, 766, 1404, 159]"
Nope. Meanwhile she talk say make i greet you.,"[950, 2501, 129, 286, 188, 138, 5, 3126, 3]"
U GOIN OUT 2NITE?,"[11, 739, 51, 543]"
She is annoying... She turns what should be a fun trip into an annoying day of what she wants,"[129, 10, 1528, 129, 1236, 61, 170, 25, 6, 408, 661, 336, 98, 1528, 58, 13, 61, 129, 635]"
How much i gave to you. Morning.,"[59, 151, 5, 1172, 2, 3, 223]"
"Todays Vodafone numbers ending 7148 are selected to receive a Rs.2,00,000 award. If you have a match please call 7679046492 quoting claim code 7834 standard rates apply","[390, 938, 620, 716, 20, 279, 2, 127, 6, 296, 354, 34, 3, 19, 6, 643, 22, 18, 869, 90, 221, 799, 544, 272]"
Wait.i will come out.. &lt;#&gt;  min:),"[7622, 29, 77, 51, 78, 356]"
Long time. You remember me today.,"[365, 73, 3, 446, 15, 92]"
"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*","[246, 538, 135, 3, 35, 101, 2, 7, 1369, 20, 3, 3874, 46, 4, 868, 24, 2554, 7, 1488, 59, 616, 14, 1727, 5, 234, 3, 192, 2182]"
